Date,Time,MST Time(s),Distance(V),Load cell (g),Temp.MST(C),Temp. Motor(C),Time Preset
27/05/1964,16:40:33,46.5,0,732,28,29.1,2867
27/05/1964,16:40:34,46.7,0,733,28,29.1,2866
27/05/1964,16:40:35,45.8,0,734,27.9,29,2865
27/05/1964,16:40:36,46.8,0,736,27.9,28.9,2864
27/05/1964,16:40:37,46,0,737,27.9,28.9,2863
27/05/1964,16:40:38,46.7,0,738,27.8,28.9,2862
27/05/1964,16:40:39,46.7,0,739,27.8,28.8,2861
27/05/1964,16:40:40,46.7,0,740,27.8,28.8,2860
27/05/1964,16:40:41,46.8,0,741,27.7,28.7,2859
27/05/1964,16:40:42,47.1,0,742,27.7,28.7,2858
27/05/1964,16:40:43,47,0,743,27.7,28.8,2857
27/05/1964,16:40:44,46.5,0,744,27.8,28.9,2856
27/05/1964,16:40:45,46.7,0,745,27.7,29,2855
27/05/1964,16:40:46,47.4,0,746,27.8,29,2854
27/05/1964,16:40:47,46.7,0,747,27.7,29,2853
27/05/1964,16:40:48,47.2,0,748,27.8,29,2852
27/05/1964,16:40:49,48,0,749,27.7,29.1,2851
27/05/1964,16:40:50,48.2,0,750,27.8,29.2,2850
27/05/1964,16:40:51,47.4,0,751,27.9,29.4,2849
27/05/1964,16:40:52,47.1,0,752,27.9,29.4,2848
27/05/1964,16:40:53,47.4,0,753,27.8,29.4,2847
27/05/1964,16:40:54,46.8,0,754,28,29.6,2846
27/05/1964,16:40:55,47,0,755,28.2,29.6,2845
27/05/1964,16:40:56,46.6,0,756,28.2,29.7,2844
27/05/1964,16:40:57,46.6,0.27,757,28.3,29.8,2843
27/05/1964,16:40:58,48.3,0,758,28.2,29.7,2842
27/05/1964,16:40:59,47.1,0,759,28.2,29.8,2841
27/05/1964,16:41:00,48.1,0,760,28.2,29.8,2840
27/05/1964,16:41:01,47.9,0,761,28.4,29.9,2839
27/05/1964,16:41:02,46.9,0,762,28.3,29.9,2838
27/05/1964,16:41:03,48.9,0,763,28.3,30,2837
27/05/1964,16:41:04,48.6,0,764,28.4,30,2836
27/05/1964,16:41:05,48.4,0,765,28.3,30.1,2835
27/05/1964,16:41:06,47.8,0,766,28.4,30.1,2834
27/05/1964,16:41:07,48.3,0,767,28.4,30,2833
27/05/1964,16:41:08,47.7,0,768,28.4,30,2832
27/05/1964,16:41:09,46.7,0,769,28.4,30,2831
27/05/1964,16:41:10,48.9,0,770,28.3,30,2830
27/05/1964,16:41:11,48.5,0,771,28.4,30.1,2829
27/05/1964,16:41:12,49,0,772,28.4,30.1,2828
27/05/1964,16:41:13,48.3,0,773,28.4,30.1,2827
27/05/1964,16:41:14,48.2,0,774,28.5,30.2,2826
27/05/1964,16:41:15,49.5,0,775,28.4,30.2,2825
27/05/1964,16:41:16,49.2,0,776,28.4,30.2,2824
27/05/1964,16:41:17,48.9,0,777,28.4,30.2,2823
27/05/1964,16:41:18,49.3,0,778,28.3,30.2,2822
27/05/1964,16:41:19,48.1,0,779,28.3,30.3,2821
27/05/1964,16:41:20,49,0,780,28.4,30.3,2820
27/05/1964,16:41:21,49.2,0,781,28.4,30.3,2819
27/05/1964,16:41:22,49.4,0,782,28.4,30.3,2818
27/05/1964,16:41:23,49.6,0,783,28.4,30.3,2817
27/05/1964,16:41:24,49,0,784,28.4,30.2,2816
27/05/1964,16:41:25,49.4,0,785,28.4,30.2,2815
27/05/1964,16:41:26,49.4,0,786,28.3,30.1,2814
27/05/1964,16:41:27,49.5,0,787,28.3,30,2813
27/05/1964,16:41:28,47.1,0,788,28.3,29.9,2812
27/05/1964,16:41:29,48.7,0,789,28.3,29.8,2811
27/05/1964,16:41:30,48.6,0,790,28.2,29.7,2810
27/05/1964,16:41:31,49.4,0,791,28.1,29.7,2809
27/05/1964,16:41:32,49.3,0,792,28.1,29.5,2808
27/05/1964,16:41:33,49.6,0,793,28,29.4,2807
27/05/1964,16:41:34,50.2,0,794,28,29.3,2806
27/05/1964,16:41:35,48.8,0,795,28,29.3,2805
27/05/1964,16:41:36,49.9,0,796,28,29.2,2804
27/05/1964,16:41:37,50,0,797,28,29.2,2803
27/05/1964,16:41:38,47.1,0,798,27.9,29.1,2802
27/05/1964,16:41:39,49.7,0,799,27.9,29,2801
27/05/1964,16:41:40,49.7,0,800,27.8,29,2800
27/05/1964,16:41:41,49.7,0,801,27.8,29,2799
27/05/1964,16:41:42,49.7,0,802,27.6,28.7,2798
27/05/1964,16:41:43,48.1,0,803,27.5,28.6,2797
27/05/1964,16:41:44,50.5,0,804,27.5,28.7,2796
27/05/1964,16:41:45,50,0,805,27.5,28.6,2795
27/05/1964,16:41:46,49.8,0,806,27.6,28.7,2794
27/05/1964,16:41:47,50.1,0,807,27.6,28.7,2793
27/05/1964,16:41:48,49.6,0,808,27.8,28.8,2792
27/05/1964,16:41:49,48.9,0,809,27.8,28.8,2791
27/05/1964,16:41:50,51,0,810,27.9,28.9,2790
27/05/1964,16:41:51,52.1,0,811,27.9,29,2789
27/05/1964,16:41:52,51.2,0,812,27.8,29,2788
27/05/1964,16:41:53,52.5,0,813,27.9,29,2787
27/05/1964,16:41:54,49.8,0,814,27.9,29.1,2786
27/05/1964,16:41:55,50.8,0,815,27.8,29.2,2785
27/05/1964,16:41:56,50,0,816,27.8,29.2,2784
27/05/1964,16:41:57,51.1,0,817,27.8,29.2,2783
27/05/1964,16:41:58,51.7,0,818,27.8,29.3,2782
27/05/1964,16:41:59,49.9,0,819,27.8,29.3,2781
27/05/1964,16:42:00,51.4,0,820,27.8,29.3,2780
27/05/1964,16:42:01,50.5,0,821,27.8,29.4,2779
27/05/1964,16:42:02,51.9,0,822,27.9,29.6,2778
27/05/1964,16:42:03,52.5,0,823,28,29.6,2777
27/05/1964,16:42:04,52.3,0,824,27.9,29.6,2776
27/05/1964,16:42:05,51.6,0,825,27.9,29.7,2775
27/05/1964,16:42:06,53,0,826,28,29.8,2774
27/05/1964,16:42:07,51.1,0,827,28,29.7,2773
27/05/1964,16:42:08,53,0,828,28,29.7,2772
27/05/1964,16:42:09,51.4,0,829,28,29.7,2771
27/05/1964,16:42:10,52.4,0,830,28,29.6,2770
27/05/1964,16:42:11,50.9,0,831,28,29.7,2769
27/05/1964,16:42:12,50.7,0,832,28.1,29.8,2768
27/05/1964,16:42:13,52.7,0,833,28.2,29.8,2767
27/05/1964,16:42:14,52.7,0,834,28.2,29.9,2766
27/05/1964,16:42:15,52.9,0,835,28.2,29.9,2765
27/05/1964,16:42:16,52.9,0,836,28.2,29.9,2764
27/05/1964,16:42:17,53.5,0,837,28.1,29.9,2763
27/05/1964,16:42:18,52.4,0,838,28.2,29.9,2762
27/05/1964,16:42:19,52.6,0,839,28.2,29.9,2761
27/05/1964,16:42:20,50.6,0,840,28.2,29.9,2760
27/05/1964,16:42:21,50.2,0,841,28.2,30,2759
27/05/1964,16:42:22,53.1,0,842,28.2,30,2758
27/05/1964,16:42:23,53,0,843,28.2,30,2757
27/05/1964,16:42:24,54.1,0,844,28.2,29.9,2756
27/05/1964,16:42:25,53.7,0,845,28.2,29.9,2755
27/05/1964,16:42:26,53.7,0,846,28.2,29.9,2754
27/05/1964,16:42:27,54.7,0,847,28.2,29.9,2753
27/05/1964,16:42:28,53.8,0,848,28.2,30,2752
27/05/1964,16:42:29,54.6,0,849,28.2,30,2751
27/05/1964,16:42:30,54.4,0,850,28.3,30.1,2750
27/05/1964,16:42:31,49.7,0,851,28.3,30.1,2749
27/05/1964,16:42:32,54.7,0,852,28.5,30.2,2748
27/05/1964,16:42:33,54.7,0,853,28.4,30.2,2747
27/05/1964,16:42:34,54.3,0,854,28.5,30.2,2746
27/05/1964,16:42:35,55,0,855,28.5,30.2,2745
27/05/1964,16:42:36,55,0,856,28.5,30.1,2744
27/05/1964,16:42:37,55.2,0,857,28.4,30.2,2743
27/05/1964,16:42:38,54.9,0,858,28.5,30.2,2742
27/05/1964,16:42:39,55,0,859,28.5,30.2,2741
27/05/1964,16:42:40,55,0,860,28.6,30.3,2740
27/05/1964,16:42:41,55.2,0,861,28.5,30.3,2739
27/05/1964,16:42:42,55.4,0,862,28.5,30.4,2738
27/05/1964,16:42:43,54.9,0,863,28.5,30.4,2737
27/05/1964,16:42:44,55.2,0,864,28.5,30.3,2736
27/05/1964,16:42:45,55.8,0,865,28.5,30.3,2735
27/05/1964,16:42:46,52.5,0,866,28.5,30.3,2734
27/05/1964,16:42:47,55.4,0,867,28.5,30.4,2733
27/05/1964,16:42:48,55.9,0,868,28.5,30.4,2732
27/05/1964,16:42:49,55.4,0,869,28.5,30.5,2731
27/05/1964,16:42:50,55.8,0,870,28.6,30.4,2730
27/05/1964,16:42:51,55.6,0,871,28.6,30.3,2729
27/05/1964,16:42:52,55.5,0,872,28.6,30.2,2728
27/05/1964,16:42:53,55.6,0,873,28.5,30.1,2727
27/05/1964,16:42:54,55.5,0,874,28.5,30,2726
27/05/1964,16:42:55,56.1,0,875,28.5,29.9,2725
27/05/1964,16:42:56,54.3,0,876,28.4,29.8,2724
27/05/1964,16:42:57,55.9,0,877,28.3,29.7,2723
27/05/1964,16:42:58,55.9,0,878,28.3,29.7,2722
27/05/1964,16:42:59,56,0,879,28.2,29.6,2721
27/05/1964,16:43:00,55.9,0,880,28.2,29.5,2720
27/05/1964,16:43:01,56.1,0,881,28.3,29.5,2719
27/05/1964,16:43:02,56.3,0,882,28.2,29.3,2718
27/05/1964,16:43:03,56.3,0,883,27.9,29.1,2717
27/05/1964,16:43:04,54.8,0,884,27.9,29.1,2716
27/05/1964,16:43:05,51.4,0,885,27.9,29,2715
27/05/1964,16:43:06,56.1,0,886,27.9,29,2714
27/05/1964,16:43:07,56.4,0,887,27.8,28.9,2713
27/05/1964,16:43:08,51.2,0,888,27.8,28.9,2712
27/05/1964,16:43:09,56.3,0,889,27.7,28.8,2711
27/05/1964,16:43:10,56.2,0,890,27.7,28.8,2710
27/05/1964,16:43:11,56.3,0,891,27.7,28.8,2709
27/05/1964,16:43:12,56.5,0,892,27.7,28.8,2708
27/05/1964,16:43:13,56.5,0,893,27.6,28.8,2707
27/05/1964,16:43:14,55.9,0,894,27.7,28.9,2706
27/05/1964,16:43:15,56.7,0,895,27.7,29,2705
27/05/1964,16:43:16,56.5,0.27,896,27.7,29,2704
27/05/1964,16:43:17,56.7,0,897,27.7,29,2703
27/05/1964,16:43:18,56.6,0,898,27.7,29,2702
27/05/1964,16:43:19,56.6,0,899,27.8,29,2701
27/05/1964,16:43:20,56.8,0,900,27.9,29.1,2700
27/05/1964,16:43:21,56.7,0,901,27.9,29.2,2699
27/05/1964,16:43:22,56.7,0,902,27.9,29.3,2698
27/05/1964,16:43:23,56.1,0,903,28,29.4,2697
27/05/1964,16:43:24,56.3,0,904,28,29.4,2696
27/05/1964,16:43:25,57.1,0,905,28,29.4,2695
27/05/1964,16:43:26,56.9,0,906,28.1,29.5,2694
27/05/1964,16:43:27,57.1,0,907,28.1,29.5,2693
27/05/1964,16:43:28,57.1,0,908,28.1,29.6,2692
27/05/1964,16:43:29,57.2,0,909,28.1,29.6,2691
27/05/1964,16:43:30,58,0,910,28.1,29.6,2690
27/05/1964,16:43:31,56.5,0,911,28.1,29.6,2689
27/05/1964,16:43:32,56.9,0,912,28.1,29.6,2688
27/05/1964,16:43:33,56.7,0,913,28.2,29.7,2687
27/05/1964,16:43:34,57.1,0.27,914,28.2,29.8,2686
27/05/1964,16:43:35,57.5,0,915,28.3,29.9,2685
27/05/1964,16:43:36,57.6,0,916,28.4,29.9,2684
27/05/1964,16:43:37,56,0,917,28.4,29.9,2683
27/05/1964,16:43:38,57.5,0,918,28.4,30,2682
27/05/1964,16:43:39,57.1,0,919,28.4,30,2681
27/05/1964,16:43:40,57.7,0,920,28.4,29.9,2680
27/05/1964,16:43:41,57.7,0,921,28.4,30,2679
27/05/1964,16:43:42,56.8,0,922,28.4,30.1,2678
27/05/1964,16:43:43,57.4,0,923,28.4,30,2677
27/05/1964,16:43:44,58,0,924,28.4,30.1,2676
27/05/1964,16:43:46,57,0,925,28.4,30.1,2675
27/05/1964,16:43:47,57.8,0,926,28.4,30,2674
27/05/1964,16:43:48,57.4,0,927,28.4,30.1,2673
27/05/1964,16:43:49,57.9,0,928,28.4,30.1,2672
27/05/1964,16:43:50,57.7,0,929,28.6,30.2,2671
27/05/1964,16:43:51,58.2,0,930,28.7,30.2,2670
27/05/1964,16:43:52,57.7,0.27,931,28.6,30.3,2669
27/05/1964,16:43:53,58.2,0,932,28.6,30.4,2668
27/05/1964,16:43:54,58.3,0,933,28.7,30.4,2667
27/05/1964,16:43:54,58.8,0,934,28.7,30.4,2666
27/05/1964,16:43:55,47.1,0,935,28.6,30.4,2665
27/05/1964,16:43:56,58.9,0,936,28.6,30.3,2664
27/05/1964,16:43:57,59,0,937,28.5,30.4,2663
27/05/1964,16:43:58,59.4,0,938,28.5,30.4,2662
27/05/1964,16:43:59,58.2,0,939,28.5,30.4,2661
27/05/1964,16:44:00,58,0,940,28.5,30.3,2660
27/05/1964,16:44:01,58.9,0,941,28.5,30.3,2659
27/05/1964,16:44:02,60.7,0,942,28.5,30.3,2658
27/05/1964,16:44:03,58.2,0,943,28.5,30.2,2657
27/05/1964,16:44:04,58.4,0.27,944,28.5,30.2,2656
27/05/1964,16:44:05,57.3,0,945,28.5,30.2,2655
27/05/1964,16:44:06,58.2,0,946,28.5,30,2654
27/05/1964,16:44:07,58.5,0,947,28.3,30,2653
27/05/1964,16:44:08,58.3,0,948,28.3,29.8,2652
27/05/1964,16:44:09,58,0,949,28.3,29.8,2651
27/05/1964,16:44:10,57.9,0,950,28.3,29.7,2650
27/05/1964,16:44:11,59.2,0,951,28.2,29.6,2649
27/05/1964,16:44:12,60.2,0,952,28.2,29.5,2648
27/05/1964,16:44:13,60.5,0,953,27.9,29.1,2647
27/05/1964,16:44:14,59.9,0,954,27.8,29,2646
27/05/1964,16:44:15,58.4,0,955,27.8,29,2645
27/05/1964,16:44:16,61,0,956,27.8,29,2644
27/05/1964,16:44:17,60.6,0,957,27.8,28.9,2643
27/05/1964,16:44:18,57.3,0,958,27.8,28.9,2642
27/05/1964,16:44:19,57.9,0.27,959,27.8,28.8,2641
27/05/1964,16:44:20,59.2,0,960,27.8,28.8,2640
27/05/1964,16:44:21,60.4,0,961,27.8,28.8,2639
27/05/1964,16:44:23,59.1,0,962,27.7,28.8,2638
27/05/1964,16:44:24,60.4,0,963,27.7,28.7,2637
27/05/1964,16:44:25,60.5,0,964,27.6,28.6,2636
27/05/1964,16:44:26,57.9,0,965,27.7,28.7,2635
27/05/1964,16:44:27,60.5,0,966,27.6,28.8,2634
27/05/1964,16:44:28,59.8,0,967,27.7,28.9,2633
27/05/1964,16:44:29,59.2,0,968,27.7,29,2632
27/05/1964,16:44:30,60.4,0,969,27.7,28.9,2631
27/05/1964,16:44:31,61.3,0,970,27.7,29.1,2630
27/05/1964,16:44:32,61.1,0,971,27.7,29.1,2629
27/05/1964,16:44:33,60.6,0,972,27.8,29.2,2628
27/05/1964,16:44:34,59.6,0,973,27.8,29.2,2627
27/05/1964,16:44:35,61.2,0,974,27.9,29.5,2626
27/05/1964,16:44:36,61.3,0,975,28,29.4,2625
27/05/1964,16:44:37,56.3,0,976,28,29.5,2624
27/05/1964,16:44:38,59.4,0.27,977,27.9,29.4,2623
27/05/1964,16:44:39,60.5,0,978,28,29.6,2622
27/05/1964,16:44:40,59.2,0,979,28,29.5,2621
27/05/1964,16:44:41,59.6,0,980,28,29.6,2620
27/05/1964,16:44:42,59.9,0,981,28,29.6,2619
27/05/1964,16:44:43,58.2,0,982,28,29.6,2618
27/05/1964,16:44:44,61.6,0,983,28,29.6,2617
27/05/1964,16:44:45,61.1,0,984,28.2,29.8,2616
27/05/1964,16:44:46,60.9,0,985,28.1,29.7,2615
27/05/1964,16:44:47,60.7,0,986,28.1,29.7,2614
27/05/1964,16:44:48,61.9,0,987,28.2,29.7,2613
27/05/1964,16:44:49,60.9,0,988,28.2,29.7,2612
27/05/1964,16:44:50,60.7,0,989,28.2,29.7,2611
27/05/1964,16:44:51,61.2,0,990,28.2,29.7,2610
27/05/1964,16:44:52,60.9,0,991,28.2,29.7,2609
27/05/1964,16:44:53,60.8,0,992,28.3,29.7,2608
27/05/1964,16:44:54,60.6,0,993,28.2,29.7,2607
27/05/1964,16:44:55,60.9,0,994,28.3,29.8,2606
27/05/1964,16:44:56,59.8,0,995,28.2,29.8,2605
27/05/1964,16:44:57,61.5,0,996,28.3,29.7,2604
27/05/1964,16:44:58,61.6,0,997,28.2,29.9,2603
27/05/1964,16:44:59,62.5,0,998,28.2,29.8,2602
27/05/1964,16:45:00,61.7,0,999,28.2,29.9,2601
27/05/1964,16:45:01,57,0,1000,28.3,29.9,2600
27/05/1964,16:45:01,61.9,0,1001,28.3,30,2599
27/05/1964,16:45:02,61,0,1002,28.3,30,2598
27/05/1964,16:45:04,62.9,0,1003,28.3,30,2597
27/05/1964,16:45:05,57.9,0,1004,28.2,30,2596
27/05/1964,16:45:06,61.1,0,1005,28.2,30,2595
27/05/1964,16:45:07,62.6,0,1006,28.2,30,2594
27/05/1964,16:45:08,61.9,0,1007,28.2,30,2593
27/05/1964,16:45:09,63.1,0,1008,28.2,30.1,2592
27/05/1964,16:45:10,61.1,0,1009,28.2,30.2,2591
27/05/1964,16:45:11,63.4,0,1010,28.2,30.2,2590
27/05/1964,16:45:12,63.4,0,1011,28.3,30.3,2589
27/05/1964,16:45:13,63.3,0,1012,28.2,30.3,2588
27/05/1964,16:45:14,62.1,0,1013,28.2,30.3,2587
27/05/1964,16:45:15,63.4,0,1014,28.3,30.4,2586
27/05/1964,16:45:16,60.3,0,1015,28.3,30.4,2585
27/05/1964,16:45:17,63.7,0,1016,28.3,30.4,2584
27/05/1964,16:45:18,62.6,0,1017,28.3,30.5,2583
27/05/1964,16:45:19,63.2,0,1018,28.3,30.5,2582
27/05/1964,16:45:20,57.2,0,1019,28.4,30.5,2581
27/05/1964,16:45:21,61.8,0,1020,28.4,30.5,2580
27/05/1964,16:45:22,63,0,1021,28.4,30.5,2579
27/05/1964,16:45:23,63.8,0,1022,28.4,30.5,2578
27/05/1964,16:45:24,63.7,0,1023,28.4,30.5,2577
27/05/1964,16:45:25,63.4,0,1024,28.4,30.5,2576
27/05/1964,16:45:26,62.8,0,1025,28.4,30.5,2575
27/05/1964,16:45:27,61.8,0,1026,28.5,30.5,2574
27/05/1964,16:45:28,63.7,0,1027,28.5,30.5,2573
27/05/1964,16:45:29,63.9,0,1028,28.4,30.3,2572
27/05/1964,16:45:30,63.5,0.27,1029,28.4,30.2,2571
27/05/1964,16:45:31,63.9,0,1030,28.3,30.1,2570
27/05/1964,16:45:32,63.9,0,1031,28.3,29.9,2569
27/05/1964,16:45:33,56.2,0,1032,28.2,29.8,2568
27/05/1964,16:45:34,63.6,0,1033,28.2,29.7,2567
27/05/1964,16:45:35,64.3,0,1034,27.9,29.4,2566
27/05/1964,16:45:36,58.9,0,1035,27.9,29.4,2565
27/05/1964,16:45:37,63.8,0,1036,27.9,29.3,2564
27/05/1964,16:45:38,64.3,0,1037,27.8,29.2,2563
27/05/1964,16:45:39,63.9,0,1038,27.8,29.1,2562
27/05/1964,16:45:40,64,0,1039,27.8,29.1,2561
27/05/1964,16:45:41,64.2,0,1040,27.7,29.1,2560
27/05/1964,16:45:42,64.3,0,1041,27.9,29,2559
27/05/1964,16:45:43,63.4,0,1042,27.7,28.9,2558
27/05/1964,16:45:44,57.9,0,1043,27.7,28.9,2557
27/05/1964,16:45:45,62.8,0,1044,27.7,28.8,2556
27/05/1964,16:45:46,63.5,0,1045,27.6,28.7,2555
27/05/1964,16:45:47,64,0,1046,27.6,28.6,2554
27/05/1964,16:45:48,64.2,0,1047,27.6,28.7,2553
27/05/1964,16:45:49,64.2,0,1048,27.7,28.7,2552
27/05/1964,16:45:50,64.4,0,1049,27.7,28.8,2551
27/05/1964,16:45:51,63.7,0,1050,27.8,28.8,2550
27/05/1964,16:45:52,63.2,0,1051,27.6,28.8,2549
27/05/1964,16:45:53,64.2,0.27,1052,27.7,28.8,2548
27/05/1964,16:45:54,64.5,0,1053,27.7,28.8,2547
27/05/1964,16:45:55,64.6,0,1054,27.8,28.8,2546
27/05/1964,16:45:56,63.8,0,1055,27.9,28.9,2545
27/05/1964,16:45:57,64.7,0,1056,27.9,29.1,2544
27/05/1964,16:45:58,64.9,0,1057,27.9,29.1,2543
27/05/1964,16:45:59,64.8,0,1058,28,29.2,2542
27/05/1964,16:46:00,63.9,0,1059,28,29.3,2541
27/05/1964,16:46:01,62.2,0,1060,28,29.4,2540
27/05/1964,16:46:02,63.9,0,1061,28.1,29.6,2539
27/05/1964,16:46:03,64.1,0,1062,28.1,29.6,2538
27/05/1964,16:46:04,64.3,0,1063,28.1,29.6,2537
27/05/1964,16:46:05,64,0,1064,28.2,29.7,2536
27/05/1964,16:46:06,64.2,0,1065,28.2,29.8,2535
27/05/1964,16:46:07,63.9,0,1066,28.2,29.9,2534
27/05/1964,16:46:08,64.9,0,1067,28.3,29.9,2533
27/05/1964,16:46:09,65.5,0,1068,28.2,29.9,2532
27/05/1964,16:46:10,65.6,0,1069,28.2,29.9,2531
27/05/1964,16:46:11,65.3,0,1070,28.3,29.9,2530
27/05/1964,16:46:12,65.8,0,1071,28.3,29.9,2529
27/05/1964,16:46:13,65.7,0,1072,28.4,29.9,2528
27/05/1964,16:46:14,65.3,0,1073,28.3,29.9,2527
27/05/1964,16:46:15,56.1,0,1074,28.3,29.9,2526
27/05/1964,16:46:16,62.8,0,1075,28.3,29.9,2525
27/05/1964,16:46:17,64.3,0,1076,28.3,29.9,2524
27/05/1964,16:46:18,60.3,0,1077,28.3,30,2523
27/05/1964,16:46:19,65.5,0,1078,28.3,30,2522
27/05/1964,16:46:20,64.5,0,1079,28.3,30.1,2521
